"","x"
"1836","Common myeloid progenitors"
"1837","Common myeloid progenitors"
"1838","Erythroid_CD34+ CD71+ GlyA-"
"1839","Early B cells"
"1840","Hematopoietic stem cells_CD133+ CD34dim"
"1841","Early B cells"
"1842","Common myeloid progenitors"
"1843","Hematopoietic stem cells_CD133+ CD34dim"
"1844","Colony Forming Unit-Monocytes"
"1845","Erythroid_CD34+ CD71+ GlyA-"
"1846","Myeloid Dendritic Cells"
"1847","Plasmacytoid Dendritic Cells"
"1848","Hematopoietic stem cells_CD133+ CD34dim"
"1849","Early B cells"
"1850","Common myeloid progenitors"
"1851","Common myeloid progenitors"
"1852","Common myeloid progenitors"
"1853","Erythroid_CD34+ CD71+ GlyA-"
"1854","Hematopoietic stem cells_CD133+ CD34dim"
"1855","Common myeloid progenitors"
"1856","Hematopoietic stem cells_CD133+ CD34dim"
"1857","Hematopoietic stem cells_CD133+ CD34dim"
"1858","Erythroid_CD34+ CD71+ GlyA-"
"1859","Hematopoietic stem cells_CD133+ CD34dim"
"1860","Hematopoietic stem cells_CD133+ CD34dim"
"1861","Erythroid_CD34+ CD71+ GlyA-"
"1862","Erythroid_CD34- CD71+ GlyA-"
"1863","Erythroid_CD34+ CD71+ GlyA-"
"1864","Early B cells"
"1865","Hematopoietic stem cells_CD133+ CD34dim"
"1866","Plasmacytoid Dendritic Cells"
"1867","Early B cells"
"1868","Hematopoietic stem cells_CD133+ CD34dim"
"1869","Megakaryocyte/erythroid progenitors"
"1870","Erythroid_CD34+ CD71+ GlyA-"
"1871","Erythroid_CD34+ CD71+ GlyA-"
"1872","Common myeloid progenitors"
"1873","Colony Forming Unit-Monocytes"
"1874","Hematopoietic stem cells_CD133+ CD34dim"
"1875","Common myeloid progenitors"
"1876","Common myeloid progenitors"
"1877","Common myeloid progenitors"
"1878","Hematopoietic stem cells_CD133+ CD34dim"
"1879","Granulocyte/monocyte progenitors"
"1880","Hematopoietic stem cells_CD133+ CD34dim"
"1881","Erythroid_CD34+ CD71+ GlyA-"
"1882","Erythroid_CD34+ CD71+ GlyA-"
"1883","Hematopoietic stem cells_CD133+ CD34dim"
"1884","Hematopoietic stem cells_CD133+ CD34dim"
"1885","Plasmacytoid Dendritic Cells"
"1886","Common myeloid progenitors"
"1887","Hematopoietic stem cells_CD133+ CD34dim"
"1888","Hematopoietic stem cells_CD133+ CD34dim"
"1889","Common myeloid progenitors"
"1890","Hematopoietic stem cells_CD133+ CD34dim"
"1891","Hematopoietic stem cells_CD133+ CD34dim"
"1892","Erythroid_CD34+ CD71+ GlyA-"
"1893","Common myeloid progenitors"
"1894","Hematopoietic stem cells_CD133+ CD34dim"
"1895","Hematopoietic stem cells_CD133+ CD34dim"
"1896","Hematopoietic stem cells_CD133+ CD34dim"
"1897","Naïve B cells"
"1898","Common myeloid progenitors"
"1899","Early B cells"
"1900","Hematopoietic stem cells_CD133+ CD34dim"
"1901","Early B cells"
"1902","Hematopoietic stem cells_CD133+ CD34dim"
"1903","Hematopoietic stem cells_CD133+ CD34dim"
"1904","Erythroid_CD34+ CD71+ GlyA-"
"1905","Early B cells"
"1906","Hematopoietic stem cells_CD133+ CD34dim"
"1907","Hematopoietic stem cells_CD133+ CD34dim"
"1908","Hematopoietic stem cells_CD133+ CD34dim"
"1909","Plasmacytoid Dendritic Cells"
"1910","Erythroid_CD34+ CD71+ GlyA-"
"1911","Hematopoietic stem cells_CD133+ CD34dim"
"1912","Monocytes"
"1913","Hematopoietic stem cells_CD133+ CD34dim"
"1914","Erythroid_CD34- CD71+ GlyA+"
"1915","Hematopoietic stem cells_CD133+ CD34dim"
"1916","Erythroid_CD34+ CD71+ GlyA-"
"1917","Hematopoietic stem cells_CD133+ CD34dim"
"1918","Hematopoietic stem cells_CD133+ CD34dim"
"1919","Hematopoietic stem cells_CD133+ CD34dim"
"1920","Erythroid_CD34+ CD71+ GlyA-"
"1921","Colony Forming Unit-Monocytes"
"1922","Hematopoietic stem cells_CD133+ CD34dim"
"1923","Erythroid_CD34+ CD71+ GlyA-"
"1924","Early B cells"
"1925","Erythroid_CD34+ CD71+ GlyA-"
"1926","Common myeloid progenitors"
"1927","Early B cells"
"1928","Hematopoietic stem cells_CD133+ CD34dim"
"1929","Erythroid_CD34+ CD71+ GlyA-"
"1930","Hematopoietic stem cells_CD133+ CD34dim"
"1931","Common myeloid progenitors"
"1932","Hematopoietic stem cells_CD133+ CD34dim"
"1933","Common myeloid progenitors"
"1934","Common myeloid progenitors"
"1935","Megakaryocyte/erythroid progenitors"
"1936","Plasmacytoid Dendritic Cells"
"1937","Erythroid_CD34+ CD71+ GlyA-"
"1938","Common myeloid progenitors"
"1939","Common myeloid progenitors"
"1940","Hematopoietic stem cells_CD133+ CD34dim"
"1941","Hematopoietic stem cells_CD133+ CD34dim"
"1942","Hematopoietic stem cells_CD133+ CD34dim"
"1943","Common myeloid progenitors"
"1944","Erythroid_CD34+ CD71+ GlyA-"
"1945","Common myeloid progenitors"
"1946","Hematopoietic stem cells_CD133+ CD34dim"
"1947","Hematopoietic stem cells_CD133+ CD34dim"
"1948","Early B cells"
"1949","Hematopoietic stem cells_CD133+ CD34dim"
"1950","Erythroid_CD34+ CD71+ GlyA-"
"1951","Hematopoietic stem cells_CD133+ CD34dim"
"1952","Erythroid_CD34+ CD71+ GlyA-"
"1953","Erythroid_CD34+ CD71+ GlyA-"
"1954","Hematopoietic stem cells_CD133+ CD34dim"
"1955","Common myeloid progenitors"
"1956","Hematopoietic stem cells_CD133+ CD34dim"
"1957","Hematopoietic stem cells_CD133+ CD34dim"
"1958","Hematopoietic stem cells_CD133+ CD34dim"
"1959","Hematopoietic stem cells_CD133+ CD34dim"
"1960","Hematopoietic stem cells_CD133+ CD34dim"
"1961","Hematopoietic stem cells_CD133+ CD34dim"
"1962","Hematopoietic stem cells_CD133+ CD34dim"
"1963","Erythroid_CD34+ CD71+ GlyA-"
"1964","Common myeloid progenitors"
"1965","Common myeloid progenitors"
"1966","Early B cells"
"1967","Hematopoietic stem cells_CD133+ CD34dim"
"1968","Erythroid_CD34+ CD71+ GlyA-"
"1969","Early B cells"
"1970","Plasmacytoid Dendritic Cells"
"1971","Hematopoietic stem cells_CD133+ CD34dim"
"1972","Early B cells"
"1973","Erythroid_CD34+ CD71+ GlyA-"
"1974","Common myeloid progenitors"
"1975","Hematopoietic stem cells_CD133+ CD34dim"
"1976","Hematopoietic stem cells_CD133+ CD34dim"
"1977","Common myeloid progenitors"
"1978","Early B cells"
"1979","Erythroid_CD34+ CD71+ GlyA-"
"1980","Common myeloid progenitors"
"1981","Hematopoietic stem cells_CD133+ CD34dim"
"1982","Colony Forming Unit-Monocytes"
"1983","Erythroid_CD34+ CD71+ GlyA-"
"1984","Hematopoietic stem cells_CD133+ CD34dim"
"1985","Hematopoietic stem cells_CD133+ CD34dim"
"1986","Hematopoietic stem cells_CD133+ CD34dim"
"1987","Hematopoietic stem cells_CD133+ CD34dim"
"1988","Plasmacytoid Dendritic Cells"
"1989","Common myeloid progenitors"
"1990","Megakaryocyte/erythroid progenitors"
"1991","Early B cells"
"1992","Hematopoietic stem cells_CD133+ CD34dim"
"1993","Colony Forming Unit-Monocytes"
"1994","Hematopoietic stem cells_CD133+ CD34dim"
"1995","Erythroid_CD34+ CD71+ GlyA-"
"1996","Common myeloid progenitors"
"1997","Hematopoietic stem cells_CD133+ CD34dim"
"1998","Common myeloid progenitors"
"1999","Hematopoietic stem cells_CD133+ CD34dim"
"2000","Hematopoietic stem cells_CD133+ CD34dim"
"2001","Hematopoietic stem cells_CD133+ CD34dim"
"2002","Erythroid_CD34+ CD71+ GlyA-"
"2003","Hematopoietic stem cells_CD133+ CD34dim"
"2004","Hematopoietic stem cells_CD133+ CD34dim"
"2005","Hematopoietic stem cells_CD133+ CD34dim"
"2006","Common myeloid progenitors"
"2007","Hematopoietic stem cells_CD133+ CD34dim"
"2008","Hematopoietic stem cells_CD133+ CD34dim"
"2009","Common myeloid progenitors"
"2010","Hematopoietic stem cells_CD133+ CD34dim"
"2011","Hematopoietic stem cells_CD133+ CD34dim"
"2012","Hematopoietic stem cells_CD133+ CD34dim"
"2013","Erythroid_CD34+ CD71+ GlyA-"
"2014","Hematopoietic stem cells_CD133+ CD34dim"
"2015","Hematopoietic stem cells_CD133+ CD34dim"
"2016","Common myeloid progenitors"
"2017","Plasmacytoid Dendritic Cells"
"2018","Early B cells"
"2019","Hematopoietic stem cells_CD133+ CD34dim"
"2020","Common myeloid progenitors"
"2021","Erythroid_CD34+ CD71+ GlyA-"
"2022","Hematopoietic stem cells_CD133+ CD34dim"
"2023","Plasmacytoid Dendritic Cells"
"2024","Common myeloid progenitors"
"2025","Erythroid_CD34+ CD71+ GlyA-"
"2026","Early B cells"
"2027","Common myeloid progenitors"
"2028","Early B cells"
"2029","Hematopoietic stem cells_CD133+ CD34dim"
"2030","Hematopoietic stem cells_CD133+ CD34dim"
"2031","Hematopoietic stem cells_CD133+ CD34dim"
"2032","Erythroid_CD34+ CD71+ GlyA-"
"2033","Early B cells"
"2034","Hematopoietic stem cells_CD133+ CD34dim"
"2035","Hematopoietic stem cells_CD133+ CD34dim"
"2036","Common myeloid progenitors"
"2037","Colony Forming Unit-Monocytes"
"2038","Hematopoietic stem cells_CD133+ CD34dim"
"2039","Hematopoietic stem cells_CD133+ CD34dim"
"2040","Erythroid_CD34+ CD71+ GlyA-"
"2041","Megakaryocyte/erythroid progenitors"
"2042","Common myeloid progenitors"
"2043","Hematopoietic stem cells_CD133+ CD34dim"
"2044","Hematopoietic stem cells_CD133+ CD34dim"
"2045","Hematopoietic stem cells_CD133+ CD34dim"
"2046","Hematopoietic stem cells_CD133+ CD34dim"
"2047","Common myeloid progenitors"
"2048","Hematopoietic stem cells_CD133+ CD34dim"
"2049","Common myeloid progenitors"
"2050","Hematopoietic stem cells_CD133+ CD34dim"
"2051","Hematopoietic stem cells_CD133+ CD34dim"
"2052","Hematopoietic stem cells_CD133+ CD34dim"
"2053","Megakaryocyte/erythroid progenitors"
"2054","Common myeloid progenitors"
"2055","Hematopoietic stem cells_CD133+ CD34dim"
"2056","Early B cells"
"2057","Megakaryocyte/erythroid progenitors"
"2058","Hematopoietic stem cells_CD133+ CD34dim"
"2059","Erythroid_CD34+ CD71+ GlyA-"
"2060","Hematopoietic stem cells_CD133+ CD34dim"
"2061","Erythroid_CD34+ CD71+ GlyA-"
"2062","Plasmacytoid Dendritic Cells"
"2063","Erythroid_CD34+ CD71+ GlyA-"
"2064","Hematopoietic stem cells_CD133+ CD34dim"
"2065","Hematopoietic stem cells_CD133+ CD34dim"
"2066","Hematopoietic stem cells_CD133+ CD34dim"
"2067","Hematopoietic stem cells_CD133+ CD34dim"
"2068","Early B cells"
"2069","Early B cells"
"2070","Hematopoietic stem cells_CD133+ CD34dim"
"2071","Common myeloid progenitors"
"2072","Common myeloid progenitors"
"2073","Megakaryocyte/erythroid progenitors"
"2074","Common myeloid progenitors"
"2075","Common myeloid progenitors"
"2076","Common myeloid progenitors"
"2077","Plasmacytoid Dendritic Cells"
"2078","Hematopoietic stem cells_CD133+ CD34dim"
"2079","Erythroid_CD34+ CD71+ GlyA-"
"2080","Common myeloid progenitors"
"2081","Early B cells"
"2082","Common myeloid progenitors"
"2083","Early B cells"
"2084","Hematopoietic stem cells_CD133+ CD34dim"
"2085","Early B cells"
"2086","Early B cells"
"2087","Hematopoietic stem cells_CD133+ CD34dim"
"2088","Hematopoietic stem cells_CD133+ CD34dim"
"2089","Megakaryocyte/erythroid progenitors"
"2090","Hematopoietic stem cells_CD133+ CD34dim"
"2091","Early B cells"
"2092","Hematopoietic stem cells_CD133+ CD34dim"
"2093","Hematopoietic stem cells_CD133+ CD34dim"
"2094","Common myeloid progenitors"
"2095","Erythroid_CD34+ CD71+ GlyA-"
"2096","Hematopoietic stem cells_CD133+ CD34dim"
"2097","Erythroid_CD34- CD71+ GlyA+"
"2098","Early B cells"
"2099","Erythroid_CD34+ CD71+ GlyA-"
"2100","Hematopoietic stem cells_CD133+ CD34dim"
"2101","Hematopoietic stem cells_CD133+ CD34dim"
"2102","Erythroid_CD34+ CD71+ GlyA-"
"2103","Hematopoietic stem cells_CD133+ CD34dim"
"2104","Hematopoietic stem cells_CD133+ CD34dim"
"2105","Hematopoietic stem cells_CD133+ CD34dim"
"2106","Erythroid_CD34+ CD71+ GlyA-"
"2107","Common myeloid progenitors"
"2108","Hematopoietic stem cells_CD133+ CD34dim"
"2109","Hematopoietic stem cells_CD133+ CD34dim"
"2110","Common myeloid progenitors"
"2111","Megakaryocyte/erythroid progenitors"
"2112","Erythroid_CD34+ CD71+ GlyA-"
"2113","Hematopoietic stem cells_CD133+ CD34dim"
"2114","Hematopoietic stem cells_CD133+ CD34dim"
"2115","Hematopoietic stem cells_CD133+ CD34dim"
"2116","Megakaryocyte/erythroid progenitors"
"2117","Myeloid Dendritic Cells"
"2118","Common myeloid progenitors"
"2119","Common myeloid progenitors"
"2120","Hematopoietic stem cells_CD133+ CD34dim"
"2121","Hematopoietic stem cells_CD133+ CD34dim"
"2122","Hematopoietic stem cells_CD133+ CD34dim"
"2123","Common myeloid progenitors"
"2124","Hematopoietic stem cells_CD133+ CD34dim"
"2125","Colony Forming Unit-Monocytes"
"2126","Erythroid_CD34+ CD71+ GlyA-"
"2127","Erythroid_CD34+ CD71+ GlyA-"
"2128","Common myeloid progenitors"
"2129","Naïve B cells"
"2130","Early B cells"
"2131","Hematopoietic stem cells_CD133+ CD34dim"
"2132","Erythroid_CD34+ CD71+ GlyA-"
"2133","Erythroid_CD34- CD71+ GlyA+"
"2134","Hematopoietic stem cells_CD133+ CD34dim"
"2135","Hematopoietic stem cells_CD133+ CD34dim"
"2136","Hematopoietic stem cells_CD133+ CD34dim"
"2137","Hematopoietic stem cells_CD133+ CD34dim"
"2138","Hematopoietic stem cells_CD133+ CD34dim"
"2139","Erythroid_CD34+ CD71+ GlyA-"
"2140","Hematopoietic stem cells_CD133+ CD34dim"
"2141","Hematopoietic stem cells_CD133+ CD34dim"
"2142","Common myeloid progenitors"
"2143","Hematopoietic stem cells_CD133+ CD34dim"
"2144","Plasmacytoid Dendritic Cells"
"2145","Erythroid_CD34+ CD71+ GlyA-"
"2146","Hematopoietic stem cells_CD133+ CD34dim"
"2147","Early B cells"
"2148","Common myeloid progenitors"
"2149","Hematopoietic stem cells_CD133+ CD34dim"
"2150","Common myeloid progenitors"
"2151","Hematopoietic stem cells_CD133+ CD34dim"
"2152","Colony Forming Unit-Monocytes"
"2153","Common myeloid progenitors"
"2154","Hematopoietic stem cells_CD133+ CD34dim"
"2155","Hematopoietic stem cells_CD133+ CD34dim"
"2156","Basophils"
"2157","Plasmacytoid Dendritic Cells"
"2158","Erythroid_CD34- CD71+ GlyA+"
"2159","Hematopoietic stem cells_CD133+ CD34dim"
"2160","Early B cells"
"2161","Common myeloid progenitors"
"2162","Megakaryocyte/erythroid progenitors"
"2163","Hematopoietic stem cells_CD133+ CD34dim"
"2164","Colony Forming Unit-Megakaryocytic"
"2165","Hematopoietic stem cells_CD133+ CD34dim"
"2166","Erythroid_CD34+ CD71+ GlyA-"
"2167","Myeloid Dendritic Cells"
"2168","Hematopoietic stem cells_CD133+ CD34dim"
"2169","Hematopoietic stem cells_CD133+ CD34dim"
"2170","Megakaryocyte/erythroid progenitors"
"2171","Common myeloid progenitors"
"2172","Megakaryocyte/erythroid progenitors"
"2173","Colony Forming Unit-Monocytes"
"2174","Erythroid_CD34+ CD71+ GlyA-"
"2175","Erythroid_CD34+ CD71+ GlyA-"
"2176","Hematopoietic stem cells_CD133+ CD34dim"
"2177","Hematopoietic stem cells_CD133+ CD34dim"
"2178","Common myeloid progenitors"
"2179","Erythroid_CD34+ CD71+ GlyA-"
"2180","Common myeloid progenitors"
"2181","Common myeloid progenitors"
"2182","Early B cells"
"2183","Hematopoietic stem cells_CD133+ CD34dim"
"2184","Hematopoietic stem cells_CD133+ CD34dim"
"2185","Common myeloid progenitors"
"2186","Hematopoietic stem cells_CD133+ CD34dim"
"2187","Erythroid_CD34+ CD71+ GlyA-"
"2188","Common myeloid progenitors"
"2189","Erythroid_CD34- CD71+ GlyA+"
"2190","Hematopoietic stem cells_CD133+ CD34dim"
"2191","Hematopoietic stem cells_CD133+ CD34dim"
"2192","Myeloid Dendritic Cells"
"2193","Colony Forming Unit-Monocytes"
"2194","Hematopoietic stem cells_CD133+ CD34dim"
"2195","Early B cells"
"2196","Hematopoietic stem cells_CD133+ CD34dim"
"2197","Hematopoietic stem cells_CD133+ CD34dim"
"2198","Hematopoietic stem cells_CD133+ CD34dim"
"2199","Common myeloid progenitors"
"2200","Hematopoietic stem cells_CD133+ CD34dim"
"2201","Hematopoietic stem cells_CD133+ CD34dim"
"2202","Common myeloid progenitors"
"2203","Erythroid_CD34+ CD71+ GlyA-"
"2204","Hematopoietic stem cells_CD133+ CD34dim"
"2205","Early B cells"
"2206","Common myeloid progenitors"
"2207","Hematopoietic stem cells_CD133+ CD34dim"
"2208","Megakaryocyte/erythroid progenitors"
"2209","Hematopoietic stem cells_CD133+ CD34dim"
"2210","Early B cells"
"2211","Hematopoietic stem cells_CD133+ CD34dim"
"2212","Myeloid Dendritic Cells"
"2213","Hematopoietic stem cells_CD133+ CD34dim"
"2214","Hematopoietic stem cells_CD133+ CD34dim"
"2215","Hematopoietic stem cells_CD133+ CD34dim"
"2216","Plasmacytoid Dendritic Cells"
"2217","Hematopoietic stem cells_CD133+ CD34dim"
"2218","Megakaryocyte/erythroid progenitors"
"2219","Hematopoietic stem cells_CD133+ CD34dim"
"2220","Common myeloid progenitors"
"2221","Hematopoietic stem cells_CD133+ CD34dim"
"2222","Hematopoietic stem cells_CD133+ CD34dim"
"2223","Erythroid_CD34+ CD71+ GlyA-"
"2224","Plasmacytoid Dendritic Cells"
"2225","Hematopoietic stem cells_CD133+ CD34dim"
"2226","Common myeloid progenitors"
"2227","Colony Forming Unit-Monocytes"
"2228","Hematopoietic stem cells_CD133+ CD34dim"
"2229","Hematopoietic stem cells_CD133+ CD34dim"
"2230","Hematopoietic stem cells_CD133+ CD34dim"
"2231","Plasmacytoid Dendritic Cells"
"2232","Hematopoietic stem cells_CD133+ CD34dim"
"2233","Common myeloid progenitors"
"2234","Common myeloid progenitors"
"2235","Common myeloid progenitors"
"2236","Myeloid Dendritic Cells"
"2237","Erythroid_CD34+ CD71+ GlyA-"
"2238","Early B cells"
"2239","Hematopoietic stem cells_CD133+ CD34dim"
"2240","Hematopoietic stem cells_CD133+ CD34dim"
"2241","Hematopoietic stem cells_CD133+ CD34dim"
"2242","Early B cells"
"2243","Hematopoietic stem cells_CD133+ CD34dim"
"2244","Hematopoietic stem cells_CD133+ CD34dim"
"2245","Common myeloid progenitors"
"2246","Colony Forming Unit-Monocytes"
"2247","Hematopoietic stem cells_CD133+ CD34dim"
"2248","Hematopoietic stem cells_CD133+ CD34dim"
"2249","Erythroid_CD34+ CD71+ GlyA-"
"2250","Hematopoietic stem cells_CD133+ CD34dim"
"2251","Colony Forming Unit-Monocytes"
"2252","Hematopoietic stem cells_CD133+ CD34dim"
"2253","Monocytes"
"2254","Erythroid_CD34+ CD71+ GlyA-"
"2255","Common myeloid progenitors"
"2256","Early B cells"
"2257","Hematopoietic stem cells_CD133+ CD34dim"
"2258","Hematopoietic stem cells_CD133+ CD34dim"
"2259","Hematopoietic stem cells_CD133+ CD34dim"
"2260","Hematopoietic stem cells_CD133+ CD34dim"
"2261","Megakaryocyte/erythroid progenitors"
"2262","Early B cells"
"2263","Myeloid Dendritic Cells"
"2264","Common myeloid progenitors"
"2265","Common myeloid progenitors"
"2266","Myeloid Dendritic Cells"
"2267","Early B cells"
"2268","Hematopoietic stem cells_CD133+ CD34dim"
"2269","Hematopoietic stem cells_CD133+ CD34dim"
"2270","Early B cells"
"2271","Hematopoietic stem cells_CD133+ CD34dim"
"2272","Common myeloid progenitors"
"2273","Hematopoietic stem cells_CD133+ CD34dim"
"2274","Hematopoietic stem cells_CD133+ CD34dim"
"2275","Myeloid Dendritic Cells"
"2276","Hematopoietic stem cells_CD133+ CD34dim"
"2277","Hematopoietic stem cells_CD133+ CD34dim"
"2278","Hematopoietic stem cells_CD133+ CD34dim"
"2279","Hematopoietic stem cells_CD133+ CD34dim"
"2280","Common myeloid progenitors"
"2281","Early B cells"
"2282","Hematopoietic stem cells_CD133+ CD34dim"
"2283","Erythroid_CD34+ CD71+ GlyA-"
"2284","Plasmacytoid Dendritic Cells"
"2285","Erythroid_CD34- CD71lo GlyA+"
"2286","Hematopoietic stem cells_CD133+ CD34dim"
"2287","Early B cells"
"2288","Early B cells"
"2289","Hematopoietic stem cells_CD133+ CD34dim"
"2290","Hematopoietic stem cells_CD133+ CD34dim"
"2291","Myeloid Dendritic Cells"
"2292","Hematopoietic stem cells_CD133+ CD34dim"
"2293","Hematopoietic stem cells_CD133+ CD34dim"
"2294","Hematopoietic stem cells_CD133+ CD34dim"
"2295","Hematopoietic stem cells_CD133+ CD34dim"
"2296","Erythroid_CD34+ CD71+ GlyA-"
"2297","Hematopoietic stem cells_CD133+ CD34dim"
"2298","Early B cells"
"2299","Megakaryocyte/erythroid progenitors"
"2300","Hematopoietic stem cells_CD133+ CD34dim"
"2301","Hematopoietic stem cells_CD133+ CD34dim"
"2302","Common myeloid progenitors"
"2303","Megakaryocyte/erythroid progenitors"
"2304","Hematopoietic stem cells_CD133+ CD34dim"
"2305","Common myeloid progenitors"
"2306","Hematopoietic stem cells_CD133+ CD34dim"
"2307","Hematopoietic stem cells_CD133+ CD34dim"
"2308","Hematopoietic stem cells_CD133+ CD34dim"
"2309","Megakaryocyte/erythroid progenitors"
"2310","Common myeloid progenitors"
"2311","Common myeloid progenitors"
"2312","Common myeloid progenitors"
"2313","Hematopoietic stem cells_CD133+ CD34dim"
"2314","Common myeloid progenitors"
"2315","Monocytes"
"2316","Early B cells"
"2317","Hematopoietic stem cells_CD133+ CD34dim"
"2318","Hematopoietic stem cells_CD133+ CD34dim"
"2319","Early B cells"
"2320","Erythroid_CD34+ CD71+ GlyA-"
"2321","Common myeloid progenitors"
"2322","Hematopoietic stem cells_CD133+ CD34dim"
"2323","Hematopoietic stem cells_CD133+ CD34dim"
"2324","Erythroid_CD34+ CD71+ GlyA-"
"2325","Megakaryocyte/erythroid progenitors"
"2326","Myeloid Dendritic Cells"
"2327","Hematopoietic stem cells_CD133+ CD34dim"
"2328","Hematopoietic stem cells_CD133+ CD34dim"
"2329","Erythroid_CD34+ CD71+ GlyA-"
"2330","Erythroid_CD34+ CD71+ GlyA-"
"2331","Erythroid_CD34+ CD71+ GlyA-"
"2332","Hematopoietic stem cells_CD133+ CD34dim"
"2333","Erythroid_CD34- CD71+ GlyA-"
"2334","Erythroid_CD34+ CD71+ GlyA-"
